user_id,day,login_hour,files_accessed,data_transfer_mb,failed_logins,after_hours_access,usb_events,email_recipients_count,login_hour_dev,files_accessed_dev,data_transfer_mb_dev,failed_logins_dev,after_hours_access_dev,usb_events_dev,email_recipients_count_dev
U000,49,9,46,86.39,0,0,0,11,-0.5929,0.9451,-0.6331,-0.6594,-0.3277,-0.4397,0.4164
U000,50,9,37,91.18,0,0,0,11,-0.5929,-0.2315,-0.2574,-0.6594,-0.3277,-0.4397,0.4164
U000,51,10,28,100.78,1,0,0,11,0.9471,-1.3395,0.3862,1.2195,-0.3277,-0.4397,0.3986
U000,52,9,33,103.69,0,0,0,10,-0.5929,-0.6557,0.5535,-0.6594,-0.3277,-0.4397,-0.116
U000,53,10,50,83.62,1,0,0,10,0.9471,1.4809,-1.0435,1.139,-0.3277,-0.4397,-0.1334
U000,54,8,26,79.56,1,0,0,10,-2.0438,-1.5871,-1.3116,1.0653,-0.3277,-0.4397,-0.1014
U000,55,9,38,80.08,0,0,0,10,-0.5483,-0.0122,-1.183,-0.7102,-0.3277,-0.4397,-0.1191
U000,56,9,51,88.25,0,0,0,11,-0.5483,1.5785,-0.5227,-0.7102,-0.3277,-0.4397,0.3768
U000,57,9,46,96.55,0,0,0,10,-0.5044,0.9502,0.1159,-0.7102,-0.3277,-0.4397,-0.1722
U000,58,11,32,102.23,0,0,1,10,2.6103,-0.7411,0.5462,-0.7102,-0.3277,2.1985,-0.1248
U000,59,11,31,77.83,0,0,0,9,2.3436,-0.8374,-1.2477,-0.7102,-0.3277,-0.4916,-0.6436
U000,60,8,41,97.94,0,0,0,12,-1.7867,0.342,0.2393,-0.6594,-0.3277,-0.4397,0.9979
U001,1,7,34,38.26,3,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U001,2,9,19,25.68,0,0,0,9,2.0,-15.0,-12.58,-3.0,0.0,0.0,3.0
U001,3,8,20,15.59,0,0,1,10,0.0,-0.6128,-1.8414,-0.7071,0.0,1.0,1.1785
U001,4,9,10,0.5,0,0,0,12,1.0,-1.7091,-2.2901,-0.5773,0.0,-0.5773,1.7614
U001,5,8,32,24.21,1,0,0,12,-0.2611,1.135,0.2631,0.1667,0.0,-0.5,1.1
U001,6,9,30,8.42,0,1,0,10,0.9562,0.7035,-0.8903,-0.6136,1.0,-0.4472,0.0803
U001,7,7,31,34.18,0,0,0,7,-1.633,0.7311,1.1429,-0.5505,-0.4082,-0.4082,-1.2713
U001,8,10,8,0.0,0,0,0,8,2.0641,-1.9229,-1.5412,-0.504,-0.378,-0.378,-0.6214
U001,9,9,8,20.14,0,0,0,7,0.5893,-1.4648,0.1221,-0.4677,-0.3536,-0.3536,-1.0285
U001,10,9,12,14.7,2,0,0,4,0.548,-0.8638,-0.2815,1.5344,-0.3333,-0.3333,-2.2942
U001,11,8,16,10.5,0,0,0,6,-0.5145,-0.4149,-0.5914,-0.5582,-0.3162,-0.3162,-0.9642
U001,12,8,10,49.19,0,0,0,8,-0.4866,-0.9853,2.5345,-0.5266,-0.3015,-0.3015,-0.106
U001,13,9,14,11.6,0,0,0,10,0.6479,-0.5117,-0.5661,-0.5,-0.2887,-0.2887,0.7131
U001,14,7,30,44.74,0,0,0,7,-1.6664,1.1491,1.7324,-0.4771,-0.2773,-0.2773,-0.5771
U001,15,8,27,8.32,0,0,0,8,-0.3845,0.7535,-0.8318,-0.4571,-0.2673,-0.2673,-0.1224
U001,16,8,8,12.85,0,0,0,4,-0.3705,-1.2451,-0.4915,-0.4394,-0.2582,-0.2582,-1.8955
U001,17,9,25,9.69,1,0,0,8,0.7873,0.5782,-0.6843,0.7062,-0.25,-0.25,0.0
U001,18,7,18,9.66,1,0,0,3,-1.57,-0.1711,-0.6577,0.6759,-0.2425,-0.2425,-2.132
U001,19,8,20,16.82,0,0,0,7,-0.3104,0.0476,-0.1364,-0.5195,-0.2357,-0.2357,-0.2819
U001,20,8,12,22.52,0,0,0,5,-0.3018,-0.8345,0.273,-0.5026,-0.2294,-0.2294,-1.0756
U001,21,9,19,25.15,0,0,0,9,0.8816,-0.0222,0.4579,-0.4873,-0.2236,-0.2236,0.5795
U001,22,8,25,0.0,1,0,0,10,-0.3381,0.6622,-1.4292,0.7692,-0.2182,-0.2182,0.9682
U001,23,9,0,15.47,1,0,0,7,0.8794,-2.2489,-0.2067,0.742,-0.2132,-0.2132,-0.2965
U001,24,8,10,12.78,0,0,0,8,-0.3702,-0.9183,-0.4027,-0.5519,-0.2085,-0.2085,0.1267
U001,25,8,25,37.24,1,0,0,10,-0.3617,0.723,1.4645,0.7522,-0.2041,-0.2041,0.9754
U001,26,9,18,27.01,2,0,0,6,0.9095,-0.0563,0.6155,2.0309,-0.2,-0.2,-0.7675
U001,27,9,32,20.18,1,0,0,8,0.8781,1.4914,0.0853,0.6155,-0.1961,-0.1961,0.1158
U001,28,9,16,25.88,0,0,0,15,0.8498,-0.3244,0.5213,-0.6462,-0.1924,-0.1924,3.1836
U001,29,8,30,12.44,0,0,0,0,-0.4579,1.2214,-0.5364,-0.6301,-0.189,-0.189,-3.048
U001,30,9,18,33.39,2,0,0,0,0.8521,-0.1392,1.1274,1.9335,-0.1857,-0.1857,-2.5965
U001,31,8,24,9.68,1,0,0,6,-0.4794,0.5291,-0.7769,0.5696,-0.1826,-0.1826,-0.4519
U001,32,8,21,15.46,0,0,0,5,-0.5525,0.2436,-0.2557,-0.6848,-0.1826,-0.1826,-0.76
U001,33,10,23,17.01,1,0,1,11,2.2736,0.4675,-0.1031,0.7826,-0.1826,5.2946,1.1239
U001,34,9,16,15.9,1,0,0,6,0.7323,-0.3542,-0.1975,0.7328,-0.1826,-0.1826,-0.4147
U001,35,9,34,11.08,0,0,0,3,0.7323,1.7314,-0.6563,-0.7826,-0.1826,-0.1826,-1.3083
U001,36,7,1,24.36,1,1,1,17,-1.8898,-2.1269,0.5026,0.7328,5.2946,5.2946,3.2298
U001,37,10,24,24.87,0,0,0,9,1.9664,0.6259,0.5053,-0.7826,-0.1826,-0.2628,0.5272
U001,38,10,15,8.08,2,0,0,7,1.8292,-0.3582,-0.9203,2.1523,-0.1826,-0.2628,-0.046
U001,39,11,24,13.67,0,0,0,7,3.0487,0.6581,-0.4707,-0.8288,-0.1826,-0.2628,-0.0369
U001,40,7,6,33.3,0,0,0,8,-1.6751,-1.5378,1.3142,-0.8288,-0.1826,-0.2628,0.2396
U001,41,7,17,6.19,0,0,0,7,-1.5404,-0.1971,-1.1481,-0.7826,-0.1826,-0.2628,-0.0747
U001,42,8,25,47.58,0,0,0,12,-0.463,0.7272,2.4604,-0.7826,-0.1826,-0.2628,1.3189
U001,43,8,18,21.86,1,0,0,8,-0.463,-0.1446,0.2421,0.6848,-0.1826,-0.2628,0.1546
U001,44,8,18,13.87,0,0,0,6,-0.4306,-0.1613,-0.4914,-0.8347,-0.1826,-0.2628,-0.3761
U001,45,10,0,0.0,1,0,0,3,1.5755,-2.303,-1.7851,0.6383,-0.1826,-0.2628,-1.1898
U001,46,7,13,6.39,0,0,0,14,-1.5211,-0.5768,-1.0976,-0.8893,-0.1826,-0.2628,1.835
U001,47,8,20,12.05,1,1,0,5,-0.4797,0.2046,-0.5397,0.5929,5.2946,-0.2628,-0.6451
U001,48,8,23,4.84,0,0,0,10,-0.448,0.5773,-1.216,-0.8893,-0.2628,-0.2628,0.6666
U001,49,8,21,44.76,0,0,1,4,-0.4957,0.322,2.4517,-0.8347,-0.2628,3.6788,-0.9469
U001,50,7,34,4.57,0,0,0,5,-1.4872,1.829,-1.1804,-0.8347,-0.2628,-0.3277,-0.6508
U001,51,7,33,0.0,0,0,0,14,-1.408,1.5592,-1.4797,-0.8347,-0.2628,-0.3277,1.6612
U001,52,9,19,17.18,0,0,0,13,0.5608,-0.05,-0.0119,-0.8347,-0.2628,-0.3277,1.305
U001,53,7,25,24.23,2,0,0,7,-1.3363,0.618,0.5183,2.1523,-0.2628,-0.3277,-0.1925
U001,54,7,24,49.76,1,0,0,10,-1.2446,0.4544,2.5762,0.5953,-0.2628,-0.3277,0.5294
U001,55,8,27,45.03,0,0,0,11,-0.2964,0.7664,1.8983,-0.8288,-0.2628,-0.3277,0.7505
U001,56,9,0,17.01,1,0,0,8,0.5929,-2.4452,-0.1925,0.5953,-0.2628,-0.3277,0.0238
U001,57,7,9,8.27,1,0,0,11,-1.1858,-1.1948,-0.8004,0.6848,-0.2628,-0.3277,0.7255
U001,58,8,21,30.3,0,0,0,2,-0.2334,0.1892,0.8106,-0.7826,-0.2628,-0.3277,-1.4384
U001,59,9,14,21.36,1,0,0,14,0.6754,-0.5941,0.1601,0.6848,-0.2628,-0.3277,1.5349
U001,60,9,24,6.71,1,0,0,11,0.6418,0.5684,-0.9039,0.6383,-0.2628,-0.3277,0.7168
U002,1,8,31,37.91,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U002,2,9,29,33.36,0,0,1,0,1.0,-2.0,-4.55,-1.0,0.0,0.0,-1.0
U002,3,8,27,39.63,1,1,0,1,-0.7071,-2.1213,1.2417,0.7071,1.0,-1.0,0.7071
U002,4,8,23,55.37,1,0,1,4,-0.5773,-3.0,5.6806,0.5773,-0.5773,0.5773,5.7735
U002,5,6,30,15.51,1,0,0,6,-4.5,0.7319,-2.7216,0.5,-0.5,-1.5,2.5981
U002,6,10,27,53.59,1,0,0,1,2.0083,-0.3162,1.205,0.4472,-0.4472,-1.0954,-0.5578
U002,7,9,25,57.1,0,0,0,2,0.627,-0.9915,1.2241,-2.0412,-0.4082,-0.9129,-0.0719
U002,8,7,38,63.64,0,0,0,3,-1.0256,3.7487,1.463,-1.4638,-0.378,-0.8018,0.4051
U002,9,7,15,0.0,1,0,1,1,-0.9026,-3.0159,-2.8092,0.7246,-0.3536,1.2076,-0.6307
U002,10,8,17,77.05,0,0,0,2,0.0,-1.6328,1.7872,-1.3333,-0.3333,-0.8433,-0.0585
U002,11,8,29,39.95,0,0,0,9,0.0,0.4161,-0.146,-1.1619,-0.3162,-0.7746,3.8505
U002,12,8,19,25.54,2,0,2,3,0.0,-1.1576,-0.7979,2.7852,-0.3015,3.2434,0.1015
U002,13,10,20,19.36,1,0,0,5,1.9149,-0.8966,-1.0334,0.5118,-0.2887,-0.7416,0.8779
U002,14,11,34,19.22,1,0,0,4,2.4889,1.3386,-0.961,0.4881,-0.2773,-0.6991,0.4254
U002,15,8,28,46.74,0,0,0,8,-0.2673,0.3031,0.392,-1.1686,-0.2673,-0.6632,2.0412
U002,16,9,16,19.21,0,0,0,4,0.5164,-1.5885,-0.9535,-1.0801,-0.2582,-0.6325,0.2478
U002,17,8,36,81.04,1,0,0,3,-0.298,1.5758,2.106,0.6057,-0.25,-0.6057,-0.144
U002,18,6,29,39.05,0,0,1,4,-1.9259,0.4156,-0.0532,-1.0672,-0.2425,1.0672,0.2564
U002,19,8,33,53.16,1,0,1,7,-0.1698,0.9939,0.5937,0.64,-0.2357,1.0056,1.4722
U002,20,7,17,21.99,1,0,0,5,-0.9511,-1.4266,-0.8799,0.6168,-0.2294,-0.6937,0.5631
U002,21,8,25,9.68,0,0,1,5,-0.1183,-0.1663,-1.4197,-1.1071,-0.2236,1.0029,0.5451
U002,22,8,39,32.9,0,0,0,4,-0.1155,1.9133,-0.2562,-1.05,-0.2182,-0.7171,0.1175
U002,23,8,29,31.22,1,0,0,3,-0.113,0.3249,-0.3291,0.693,-0.2132,-0.693,-0.3063
U002,24,9,11,24.38,1,1,0,5,0.7372,-2.2589,-0.6494,0.6712,4.5873,-0.6712,0.5611
U002,25,8,6,48.09,0,0,1,6,-0.1428,-2.664,0.5214,-1.0855,-0.2952,1.0855,0.983
U002,26,6,23,46.55,0,0,0,6,-1.8896,-0.2755,0.4324,-1.0392,-0.2889,-0.6928,0.9451
U002,27,6,33,46.58,0,0,0,4,-1.7345,0.9403,0.4243,-0.9985,-0.2831,-0.6735,0.0338
U002,28,9,23,21.6,0,0,0,2,0.8062,-0.3057,-0.8587,-0.9622,-0.2776,-0.6557,-0.8618
U002,29,8,35,40.94,1,0,0,5,-0.029,1.1819,0.1591,0.8058,-0.2724,-0.6392,0.5141
U002,30,7,28,57.58,0,0,0,5,-0.8552,0.2751,1.0248,-0.964,-0.2674,-0.624,0.5031
U002,31,7,42,33.91,0,0,0,1,-0.8309,2.0164,-0.2446,-0.9335,-0.2628,-0.6097,-1.3552
U002,32,7,34,29.56,0,0,0,4,-0.7942,0.9177,-0.4642,-0.8736,-0.2628,-0.5608,0.0308
U002,33,6,32,49.07,1,1,0,5,-1.5658,0.6547,0.558,0.8736,3.6788,-0.512,0.4591
U002,34,8,21,78.74,1,0,0,4,0.1321,-0.6386,2.0738,0.8736,-0.2628,-0.512,-0.1023
U002,35,8,6,30.11,0,0,0,2,0.1321,-2.3522,-0.4555,-0.8736,-0.2628,-0.463,-1.1255
U002,36,8,15,52.8,0,0,0,5,0.0824,-1.1303,0.6426,-0.8168,-0.2628,-0.463,0.4752
U002,37,9,33,35.74,1,0,0,2,1.017,0.803,-0.2073,0.9971,-0.2628,-0.463,-1.1685
U002,38,7,35,36.75,1,0,0,6,-0.7264,0.9726,-0.1229,0.9335,-0.2628,-0.463,0.956
U002,39,10,27,22.69,1,0,1,3,1.8886,0.1629,-0.811,0.8736,-0.2628,1.5211,-0.6855
U002,40,8,20,34.2,0,0,0,8,0.0555,-0.6196,-0.2677,-0.8736,-0.2628,-0.463,2.0078
U002,41,6,30,25.42,0,0,0,4,-1.6091,0.4357,-0.734,-0.8736,-0.2628,-0.463,-0.3031
U002,42,8,31,25.77,0,0,1,7,0.1065,0.5386,-0.6781,-0.8736,-0.2628,1.5211,1.5538
U002,43,8,35,65.56,0,0,1,3,0.1065,0.9289,1.6976,-0.8598,-0.2628,1.9664,-0.8932
U002,44,9,10,61.75,1,0,0,7,1.0117,-1.8053,1.3437,1.2042,-0.2628,-0.5424,1.4587
U002,45,8,22,4.35,1,0,0,4,0.2544,-0.4179,-2.0701,1.2042,-0.2628,-0.5424,-0.3158
U002,46,9,9,27.99,2,0,0,1,1.2083,-1.7297,-0.5809,3.1084,-0.2628,-0.5424,-2.0497
U002,47,9,18,6.08,0,0,0,3,1.2083,-0.7577,-1.8124,-0.8736,-0.2628,-0.5424,-0.7459
U002,48,9,20,6.07,0,0,0,3,1.1498,-0.5048,-1.7578,-0.8168,-0.2628,-0.5424,-0.7459
U002,49,9,36,56.94,1,0,1,4,1.088,1.1286,1.1879,0.9335,-0.2628,1.9664,-0.1664
U002,50,7,20,35.53,1,1,0,2,-0.8476,-0.4794,0.0016,0.9335,3.6788,-0.4916,-1.2716
U002,51,9,24,36.09,0,0,2,0,1.0359,-0.0932,0.0076,-0.8168,-0.3277,4.4244,-2.3183
U002,52,8,29,32.19,0,0,0,6,0.0617,0.4092,-0.2664,-0.8168,-0.3277,-0.463,1.0817
U002,53,9,15,45.89,2,0,0,2,0.9871,-0.9868,0.521,2.6837,-0.3277,-0.463,-1.0269
U002,54,9,23,44.69,1,0,0,2,0.941,-0.1121,0.4231,0.794,-0.3277,-0.463,-0.9964
U002,55,11,24,38.34,0,0,0,6,2.7624,-0.0526,0.0211,-0.794,-0.2628,-0.463,1.0691
U002,56,7,31,14.64,0,0,0,7,-0.8673,0.6679,-1.3344,-0.794,-0.2628,-0.413,1.5703
U002,57,8,28,40.55,0,0,1,5,-0.0844,0.2963,0.2245,-0.794,-0.2628,1.6521,0.5392
U002,58,9,14,45.61,1,0,1,5,0.7462,-1.2747,0.525,0.794,-0.2628,1.5211,0.5203
U002,59,8,25,14.52,0,0,0,1,-0.1492,0.0111,-1.301,-0.8482,-0.2628,-0.512,-1.4976
U002,60,6,22,10.91,0,0,0,3,-1.9402,-0.2913,-1.4198,-0.794,-0.2628,-0.512,-0.4306
U003,1,8,36,111.91,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U003,2,8,1,121.51,0,0,0,0,0.0,-35.0,9.6,0.0,0.0,0.0,-3.0
U003,3,10,23,107.3,0,0,0,5,2.0,0.1818,-1.3862,0.0,0.0,0.0,1.6499
U003,4,9,20,90.9,0,0,0,1,0.2887,0.0,-3.1275,0.0,0.0,0.0,-0.6623
U003,5,9,28,110.6,0,0,0,0,0.2611,0.5538,0.2107,0.0,0.0,0.0,-1.0147
U003,6,9,13,71.54,0,0,0,6,0.239,-0.661,-3.3125,0.0,0.0,0.0,1.9373
U003,7,7,19,91.19,1,0,0,6,-2.4354,-0.096,-0.6147,1.0,0.0,0.0,1.3522
U003,8,10,16,116.56,1,0,0,5,1.4638,-0.3602,0.9317,2.2678,0.0,0.0,0.7385
U003,9,7,31,65.86,1,0,1,2,-1.6907,1.1081,-2.2026,1.6202,0.0,1.0,-0.4799
U003,10,8,17,74.31,0,0,0,11,-0.4915,-0.3619,-1.2215,-0.6667,0.0,-0.3333,3.1912
U003,11,9,19,116.94,0,0,0,9,0.4629,-0.1412,1.0254,-0.6211,0.0,-0.3162,1.4938
U003,12,9,39,74.97,0,0,0,9,0.4389,1.9894,-1.1421,-0.5839,0.0,-0.3015,1.2932
U003,13,9,10,58.01,0,0,1,6,0.4183,-1.1294,-1.8695,-0.5528,0.0,3.1754,0.3405
U003,14,8,8,79.46,0,1,1,3,-0.6405,-1.2243,-0.6188,-0.5262,1.0,2.2532,-0.5227
U003,15,10,16,101.17,0,0,0,11,1.5236,-0.3734,0.4135,-0.5032,-0.2673,-0.5032,1.8331
U003,16,11,19,77.01,0,0,0,4,2.391,-0.0707,-0.7531,-0.483,-0.2582,-0.483,-0.3079
U003,17,8,21,72.67,0,0,0,4,-0.7329,0.1309,-0.9275,-0.4651,-0.25,-0.4651,-0.2978
U003,18,10,21,69.0,2,0,0,3,1.1318,0.1272,-1.0569,4.6406,-0.2425,-0.4491,-0.5774
U003,19,9,26,76.1,0,0,1,5,0.1518,0.6542,-0.6513,-0.4835,-0.2357,2.1731,0.0327
U003,20,8,7,77.02,1,0,0,3,-0.7886,-1.4195,-0.5821,1.3112,-0.2294,-0.5026,-0.5745
U003,21,8,0,99.64,1,0,2,12,-0.7574,-2.0549,0.576,1.2254,-0.2236,4.386,2.2236
U003,22,8,26,103.36,0,0,0,6,-0.7296,0.7296,0.7489,-0.5773,-0.2182,-0.5096,0.2431
U003,23,10,7,92.18,0,0,0,4,1.2333,-1.1837,0.1435,-0.5603,-0.2132,-0.4954,-0.343
U003,24,12,12,78.14,0,0,0,6,3.086,-0.6304,-0.6039,-0.5446,-0.2085,-0.4824,0.2576
U003,25,8,13,92.77,1,0,0,6,-0.7558,-0.5124,0.1997,1.2878,-0.2041,-0.4703,0.2521
U003,26,6,18,97.46,0,0,0,2,-2.3972,0.0081,0.4531,-0.5747,-0.2,-0.4591,-0.9875
U003,27,9,29,94.67,2,0,0,3,0.1768,1.1484,0.2872,3.0818,-0.1961,-0.4486,-0.6418
U003,28,9,8,97.86,0,0,2,2,0.1735,-1.0658,0.4628,-0.5885,-0.1924,3.5108,-0.9379
U003,29,10,1,38.75,0,0,0,7,0.9654,-1.7467,-2.9554,-0.5747,-0.189,-0.4763,0.6606
U003,30,8,4,116.59,0,0,0,3,-0.6592,-1.332,1.4534,-0.5617,-0.1857,-0.4665,-0.6227
U003,31,8,0,80.3,0,0,0,5,-0.6436,-1.6655,-0.4473,-0.5496,-0.1826,-0.4572,0.032
U003,32,8,15,51.04,1,0,0,11,-0.6436,-0.0736,-1.9075,1.0992,-0.1826,-0.4572,1.9453
U003,33,8,7,88.02,0,0,0,10,-0.6436,-0.9615,0.1148,-0.5963,-0.1826,-0.4572,1.4843
U003,34,9,17,115.24,0,0,1,0,0.2168,0.1386,1.5755,-0.5963,-0.1826,1.2572,-1.689
U003,35,9,23,120.79,1,0,0,8,0.2168,0.7751,1.7542,1.0299,-0.1826,-0.5034,0.7657
U003,36,9,8,101.12,0,0,0,2,0.2168,-0.7865,0.7278,-0.6436,-0.1826,-0.5034,-1.1768
U003,37,9,11,74.99,0,0,0,8,0.2168,-0.4458,-0.6034,-0.6436,-0.1826,-0.5034,0.7398
U003,38,8,20,116.13,0,1,0,6,-0.6745,0.5299,1.4365,-0.5963,5.2946,-0.5034,0.1018
U003,39,10,27,65.68,0,0,0,2,1.0803,1.2471,-1.0292,-0.5496,-0.2628,-0.5034,-1.1311
U003,40,10,35,78.28,2,0,0,7,1.017,2.1453,-0.4124,2.8525,-0.2628,-0.4572,0.3974
U003,41,10,20,73.93,0,0,0,5,0.9522,0.4422,-0.6338,-0.5483,-0.2628,-0.4572,-0.1813
U003,42,8,0,134.15,1,0,0,1,-0.796,-1.5538,2.4754,0.9471,-0.2628,-0.4572,-1.4493
U003,43,9,13,63.86,1,0,1,7,0.0844,-0.1381,-1.0947,0.8893,-0.2628,1.2572,0.5941
U003,44,10,7,116.71,0,0,0,4,0.9285,-0.789,1.3716,-0.6383,-0.2628,-0.4572,-0.387
U003,45,9,3,99.87,1,0,0,2,0.028,-1.2086,0.5062,0.8347,-0.1826,-0.4106,-1.0493
U003,46,10,22,139.2,0,0,0,7,0.9098,0.8382,2.3125,-0.6848,-0.1826,-0.4106,0.7041
U003,47,10,18,118.29,0,0,0,6,0.9778,0.4092,1.1659,-0.6848,-0.1826,-0.4106,0.3273
U003,48,10,6,118.25,0,0,0,3,0.9152,-0.8234,1.0877,-0.6848,-0.1826,-0.4106,-0.7114
U003,49,8,19,116.36,0,1,0,2,-0.8562,0.5772,0.9381,-0.6436,5.2946,-0.4106,-1.0502
U003,50,7,5,82.2,1,0,0,1,-1.6919,-0.8713,-0.5501,0.9655,-0.2628,-0.3631,-1.3308
U003,51,1,159,345.62,3,1,1,75,-6.6685,15.4127,10.5107,4.1837,3.6788,1.4523,22.8003
U003,52,18,162,446.95,3,1,3,36,5.0095,5.1135,6.6638,3.2643,2.9496,6.1443,2.2058
U003,53,19,176,315.4,3,0,4,33,3.97,3.9836,2.4684,2.7108,-0.3856,5.3989,1.764
U003,54,21,125,357.87,4,0,2,47,3.7633,2.0361,2.6491,3.3527,-0.3856,1.6521,2.5604
